Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"std::allocator<int>::deallocate",264,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Object_Service_Locator::Register_Pointer",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >::_Getal",422,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_comp_alloc<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Getcomp",396,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_istream<char,std::char_traits<char> >::_Sentry_base::_Sentry_base",106,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"FC_CreateFont",5,0.00,0.00,0.02,0.00,"Project_Valerian.exe",
"?eof@ios_base@std@@QBE_NXZ",106,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::forward<std::piecewise_construct_t const &>","2,265",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Emplace_back<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const &>",98,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > >::_Min","1,170",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Stats_Component::Return_Object_Type","1,710",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"??0?$basic_streambuf@DU?$char_traits@D@std@@@std@@IAE@XZ",8,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::operator*",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::tuple<Coordinate const &> >","2,265",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Window_Generic::UI_Window_Generic",10,0.01,0.00,0.06,0.00,"Project_Valerian.exe",
"std::addressof<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> *>","3,618",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_move<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > *,std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > *,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >",51,0.02,0.00,0.03,0.00,"Project_Valerian.exe",
"std::_Uninitialized_move_al_unchecked<int,int,std::allocator<int> >",216,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::addressof<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const >","2,539",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > >,std::_Iterator_base12>::operator=",553,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"Entity_Template::Entity_Template",53,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Tree_node<std::pair<Coordinate const ,bool>,void *>::_Freenode0<std::allocator<std::_Tree_node<std::pair<Coordinate const ,bool>,void *> > >",154,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::__autoclassinit2",196,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::_Umove_if_noexcept1",51,0.02,0.00,0.03,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::push_back",600,0.03,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > >,1>::_Get_first","1,810",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >::_Root","1,564",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Message_Array::__autoclassinit2",1,0.00,0.00,0.02,0.02,"Project_Valerian.exe",
"std::_Compressed_pair<std::less<Coordinate>,std::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,bool>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,1>,1>::_Get_second","1,552",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Draw_System::Draw_System",1,19.98,0.00,"1,689.47",0.02,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::select_on_container_copy_construction","3,458",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Object_Service_Locator::Register_Pointer",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Draw_System::free",1,0.21,0.00,17.71,0.02,"Project_Valerian.exe",
"std::_Compressed_pair<std::less<Coordinate>,std::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,bool>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,1>,1>::_Get_second","1,684",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::addressof<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > const >","2,448",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Stats_Component::Assess_Job_Priority",4,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Game_Library::Load_Blueprints",1,1.24,0.00,104.43,0.02,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> > >::_Vector_alloc<std::_Vec_base_types<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> > >",12,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_istream<char,std::char_traits<char> >::_Sentry_base::~_Sentry_base",106,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> > >::_Mylast",177,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<int> >::construct<int,int>",600,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"FC_GetGlyphData",75,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::vector<int,std::allocator<int> > >,std::_Vector_val<std::_Simple_types<std::vector<int,std::allocator<int> > > >,1>::_Get_second","1,485",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Rel_Component::Update",605,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::_Calculate_growth",51,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Mylast",129,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Pocca<std::allocator<char> >","2,539",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Game_Library::Load_Jobs",1,0.04,0.00,3.07,0.01,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::_Vector_val<std::_Simple_types<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,1>::_Compressed_pair<std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::_Vector_val<std::_Simple_types<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,1><std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > const &>",98,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"_initialize_default_precision",1,0.00,0.00,0.01,0.01,"Project_Valerian.exe",
"std::vector<Coordinate,std::allocator<Coordinate> >::_Has_unused_capacity",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::operator--",122,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<Coordinate> >::construct<Coordinate,Coordinate const &>",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> > >::_Myfirst",146,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> * &>","1,809",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"FC_MapCreate",15,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"UI_Panel_Structure_Create_Type::Init",3,0.01,0.00,0.20,0.00,"Project_Valerian.exe",
"std::forward<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > > &>","2,448",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Rel_Component::AI_Rel_Component",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >::deallocate",211,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"set_color_for_all_caches",34,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<int>,std::_Vector_val<std::_Simple_types<int> >,1>::_Compressed_pair<std::allocator<int>,std::_Vector_val<std::_Simple_types<int> >,1><std::allocator<int> >",105,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::allocator<Tile_Queue>::allocator<Tile_Queue>",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Window_Player_Diagnostic::UI_Window_Player_Diagnostic",2,0.14,0.00,6.01,0.01,"Project_Valerian.exe",
"?sbumpc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QAEHXZ",98,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::_Get_size_of_n<44>",603,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::operator!=<char,char>","2,258",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::map<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> > >::try_emplace<>",153,0.06,0.00,0.03,0.00,"Project_Valerian.exe",
"Projectile_Template::Projectile_Template",53,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"?bad@ios_base@std@@QBE_NXZ",106,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::pair<Coordinate const ,bool>::pair<Coordinate const ,bool><Coordinate const &>",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::construct<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::basic_string<char,std::char_traits<char>,std::allocator<char> > const &>",98,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > >::_Emplace_back_with_unused_capacity<std::vector<int,std::allocator<int> > const &>",15,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Item_Slot_Button,std::allocator<UI_Component_Item_Slot_Button> > >::_Orphan_all",22,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >::~_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >",176,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::_Has_unused_capacity",98,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::_Move_from",57,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_val<std::_Simple_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::_Vector_val<std::_Simple_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >",176,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"?setstate@?$basic_ios@DU?$char_traits@D@std@@@std@@QAEXH_N@Z",107,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::_Vector_alloc<std::_Vec_base_types<Coordinate,std::allocator<Coordinate> > >::_Getal",197,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Render_Component::Draw_With_Background_Renderer",500,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::tuple<>::tuple<><std::_Exact_args_t,0>",755,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::vector<int,std::allocator<int> >",57,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"?fail@ios_base@std@@QBE_NXZ",106,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::vector<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> >::_Emplace_reallocate<UI_Component_Graphic_Button>",13,0.00,0.00,0.03,0.00,"Project_Valerian.exe",
"std::_Copy_memmove<int *,int *>",264,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Tile::Tile",602,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::construct<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > const &>",98,1.64,0.00,1.41,0.00,"Project_Valerian.exe",
"std::allocator<std::_Container_proxy>::allocator<std::_Container_proxy><Tile_Queue>",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::tuple<>::tuple<>",755,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::addressof<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >","2,258",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Object_Service_Locator::Register_Pointer",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_filebuf<char,std::char_traits<char> >::uflow",17,0.01,0.00,0.04,0.00,"Project_Valerian.exe",
"Object_Service_Locator::Register_Pointer",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::pair<std::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >,bool>::~pair<std::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >,bool>",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Object_Service_Locator::Register_Pointer",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<Tile_Queue>,std::_Vector_val<std::_Simple_types<Tile_Queue> >,1>::_Get_first",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,bool>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,1>::_Get_second","1,089",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<Coordinate,std::allocator<Coordinate> >::_Emplace_reallocate<Coordinate const &>",14,0.00,0.00,0.02,0.00,"Project_Valerian.exe",
"std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > >::_Lmost",620,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > >::_Rmost",731,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >,std::_Vector_val<std::_Simple_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >,1>::_Get_first","1,251",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::use_facet<std::codecvt<char,char,_Mbstatet> >",8,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::allocator<std::_Tree_node<std::pair<Coordinate const ,bool>,void *> >::allocate",154,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_move_al_unchecked<std::vector<int,std::allocator<int> > *,std::vector<int,std::allocator<int> > *,std::allocator<std::vector<int,std::allocator<int> > > >",9,0.00,0.00,0.03,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >::_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >",8,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"vsnprintf",39,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::~vector<int,std::allocator<int> >",129,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::operator*",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::pair<Coordinate const ,Tile> &>","1,204",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Destroy_range1<std::allocator<UI_Component_Graphic_Button> >",26,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"FC_MapFree",10,0.00,0.00,0.02,0.00,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::push_back",98,1.68,0.00,1.45,0.00,"Project_Valerian.exe",
"std::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,std::_Iterator_base12>::operator--",122,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::_Buy_if_not_node<std::pair<Coordinate const ,Tile> &>",602,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<Coordinate,std::allocator<Coordinate> >::_Change_array",14,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"?getloc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QBE?AVlocale@2@XZ",8,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::_Destroy_range1<std::allocator<std::vector<int,std::allocator<int> > > >",20,0.01,0.00,0.02,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >",1,0.00,0.00,0.01,0.01,"Project_Valerian.exe",
"std::vector<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> >::_Emplace_back_with_unused_capacity<UI_Component_Graphic_Button>",8,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"__scrt_file_policy::set_fmode",1,0.00,0.00,0.01,0.01,"Project_Valerian.exe",
"Object::Set_Assigned_Flag",605,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Unique_ptr_base<Global_Service_Locator,std::default_delete<Global_Service_Locator> >::_Myptr",17,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> > >::_Alloc_proxy",12,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Job_Template::Job_Template",54,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::move<std::tuple<Coordinate const &> &>",755,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Component_Generic::UI_Component_Generic",65,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_move_al_unchecked<UI_Component_Graphic_Button *,UI_Component_Graphic_Button *,std::allocator<UI_Component_Graphic_Button> >",13,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::vector<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> >::_Move_from",9,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<Coordinate>,std::_Vector_val<std::_Simple_types<Coordinate> >,1>::_Get_second","1,757",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > >,1>::_Get_first",602,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,std::_Iterator_base12>::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,std::_Iterator_base12>",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Getal",528,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"[MSVCP140D.dll]",1,0.00,0.00,0.01,0.01,"MSVCP140D.dll",
"Draw_System::Draw_Text_Strings",2,0.00,0.00,0.14,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<std::vector<int,std::allocator<int> > > >::construct<std::vector<int,std::allocator<int> >,std::vector<int,std::allocator<int> > >",57,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::pointer_traits<std::pair<Coordinate const ,bool> *>::pointer_to",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<std::vector<int,std::allocator<int> > > >::destroy<std::vector<int,std::allocator<int> > >",105,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::addressof<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >",922,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::__autoclassinit2",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> > >::_Myproxy",72,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Component_Graphic_Button::`scalar deleting destructor'",65,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,std::_Iterator_base12>::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,std::_Iterator_base12>",155,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::distance<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const *>",98,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<UI_Component_Graphic_Button> >::construct<UI_Component_Graphic_Button,UI_Component_Graphic_Button>",65,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Orphan_all",15,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::_Orphan_range",47,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> > >::_Myfirst",85,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::addressof<std::_Vector_val<std::_Simple_types<Tile_Queue> > >",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
