Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"std::_Vector_iterator<std::_Vector_val<std::_Simple_types<node> > >::_Vector_iterator<std::_Vector_val<std::_Simple_types<node> > >",592,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >::_Vector_alloc<std::_Vec_base_types<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > ><std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > const &,void>",98,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::addressof<std::_Vector_val<std::_Simple_types<Tile_Queue> > >",617,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::allocator<std::_Tree_node<std::pair<Coordinate const ,bool>,void *> >::allocate",308,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Ptr_move_cat<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::basic_string<char,std::char_traits<char>,std::allocator<char> > >",654,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"??0?$basic_streambuf@DU?$char_traits@D@std@@@std@@IAE@XZ",8,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::_Uninitialized_backout_al<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > *,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::~_Uninitialized_backout_al<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > *,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >",211,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"load_assets",1,0.80,0.00,95.15,0.02,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >::~_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >",176,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<Coordinate> >::construct<Coordinate,Coordinate const &>",306,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Unique_ptr_base<Message_Array,std::default_delete<Message_Array> >::_Myptr",170,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >",306,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_istream<char,std::char_traits<char> >::_Sentry_base::~_Sentry_base",106,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::priority_queue<node,std::vector<node,std::allocator<node> >,std::less<node> >::top",424,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_istream<char,std::char_traits<char> >::sentry::sentry",106,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::_Tidy",129,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Stats_Component::Adjust_Stat",387,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::emplace_back<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > const &>",98,0.12,0.00,0.14,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::operator--",244,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >",310,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Component_Generic::~UI_Component_Generic",227,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"Cursor::Update",165,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_val<std::_Simple_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::_Vector_val<std::_Simple_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >",176,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::erase",106,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Component_Generic::UI_Component_Generic",162,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::allocator<int>::allocate",264,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"?eof@ios_base@std@@QBE_NXZ",106,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Eos",106,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,std::_Iterator_base12>::operator--",244,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"??_D?$basic_istream@DU?$char_traits@D@std@@@std@@QAEXXZ",8,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::_Vector_alloc<std::_Vec_base_types<node,std::allocator<node> > >::_Getal",358,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::move<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > &>",580,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Unchecked<int *>",792,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> > >::_Mylast",177,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::construct<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > const &>",98,0.09,0.00,0.10,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >,std::_Vector_val<std::_Simple_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >,1>::_Get_first",422,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::allocator<int>::deallocate",264,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<std::_Tree_node<std::pair<Coordinate const ,bool>,void *> > >::deallocate",308,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::_Emplace_back_with_unused_capacity<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > const &>",47,0.05,0.00,0.12,0.00,"Project_Valerian.exe",
"std::basic_filebuf<char,std::char_traits<char> >::_Lock",106,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >::deallocate",211,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::pair<std::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >,bool>::~pair<std::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >,bool>",306,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::_Change_array",51,0.01,0.00,0.03,0.00,"Project_Valerian.exe",
"std::priority_queue<node,std::vector<node,std::allocator<node> >,std::less<node> >::push",148,0.02,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::default_delete<Draw_System>,Draw_System *,1>::_Get_second",499,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_const_iterator<std::_Vector_val<std::_Simple_types<node> > >::_Compat",296,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,bool>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,1>::_Get_first",926,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::operator*",306,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::unique_ptr<Global_Service_Locator,std::default_delete<Global_Service_Locator> >::get",8,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >::_Min",482,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<Coordinate,std::allocator<Coordinate> >::push_back",306,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"Game_Library::Load_Projectiles",1,0.07,0.00,7.81,0.02,"Project_Valerian.exe",
"std::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::__autoclassinit2",306,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Destroy_range<std::allocator<int> >",264,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"`eh vector constructor iterator'",636,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,std::_Iterator_base12>::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,std::_Iterator_base12>",306,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Draw_System::Primitive_Instruction::Primitive_Instruction",500,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::default_delete<Scene_Graph>,Scene_Graph *,1>::_Get_second",507,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Component_Message_Stream::~UI_Component_Message_Stream",8,0.04,0.00,0.58,0.00,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::push_back",98,0.12,0.00,0.14,0.00,"Project_Valerian.exe",
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Unchecked_begin",98,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Draw_System::Draw_System",1,15.52,0.00,"1,835.20",0.02,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<char>,std::_String_val<std::_Simple_types<char> >,1>::_Compressed_pair<std::allocator<char>,std::_String_val<std::_Simple_types<char> >,1><std::allocator<char> const &>",165,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Ucopy<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const *>",98,0.01,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > ><std::allocator<int>,void>",105,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::pointer_traits<std::pair<Coordinate const ,bool> *>::pointer_to",306,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::map<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> > >::try_emplace<>",306,0.06,0.00,0.02,0.00,"Project_Valerian.exe",
"std::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,std::_Iterator_base12>::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,std::_Iterator_base12>",310,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Panel_Structure_Create_Type::Init",3,0.01,0.00,0.53,0.01,"Project_Valerian.exe",
"std::_Uninitialized_move_al_unchecked<int,int,std::allocator<int> >",216,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_move<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > *,std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > *,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >",51,0.02,0.00,0.04,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<node *,std::allocator<node> >::_Emplace_back<node>",114,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::_Orphan_range",47,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<int>,std::_Vector_val<std::_Simple_types<int> >,1>::_Get_first",528,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::default_delete<Cursor>,Cursor *,1>::_Get_second",498,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<int> >::max_size",480,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::_Tree_node<std::pair<Coordinate const ,bool>,void *> * &>",924,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Tile_Queue,std::allocator<Tile_Queue> > >::_Mylast",171,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::less<Coordinate>,std::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,bool>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,1>,1>::_Get_first",792,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Job_Component::Action_Edit_Internal",67,0.78,0.00,1.37,0.00,"Project_Valerian.exe",
"?sbumpc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QAEHXZ",98,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"__scrt_narrow_argv_policy::configure_argv",1,0.00,0.00,0.02,0.02,"Project_Valerian.exe",
"std::basic_filebuf<char,std::char_traits<char> >::_Unlock",106,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >",482,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Component_Message_Stream::operator=",7,0.03,0.00,0.49,0.00,"Project_Valerian.exe",
"std::allocator<std::_Container_proxy>::allocator<std::_Container_proxy><std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >",352,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::construct<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::basic_string<char,std::char_traits<char>,std::allocator<char> > const &>",98,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Object_Service_Locator::Return_Render_Pointer",554,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<node,std::allocator<node> > >::_Myend",184,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Emplace_back<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const &>",98,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Entity_Template::Entity_Template",53,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Panel_Generic::Get_Panel_Name",332,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::default_delete<UI>,UI *,1>::_Get_second",335,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::_Umove_if_noexcept",216,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::move<int &>",600,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Unfancy<int>",600,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::vector<int,std::allocator<int> >",48,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<int>,std::_Vector_val<std::_Simple_types<int> >,1>::_Compressed_pair<std::allocator<int>,std::_Vector_val<std::_Simple_types<int> >,1><std::allocator<int> >",105,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::priority_queue<node,std::vector<node,std::allocator<node> >,std::less<node> >::pop",148,0.02,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Tile_Queue,std::allocator<Tile_Queue> > >::_Myfirst",172,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Component_Generic::UI_Component_Generic",65,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::addressof<std::pair<Coordinate const ,bool> >",918,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >",336,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> >::back",42,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Object::Is_Structure_Inaccessible",118,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"node::estimate",218,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"?setstate@?$basic_ios@DU?$char_traits@D@std@@@std@@QAEXH_N@Z",107,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::_Has_unused_capacity",98,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Swap_all",57,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Unchecked_end",98,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Debug_range2<std::_Vector_iterator<std::_Vector_val<std::_Simple_types<node> > > >",296,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"FC_CreateFont",5,0.00,0.00,0.02,0.00,"Project_Valerian.exe",
"std::move<std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > &>",339,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Render_Component::Draw_Point",75,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Tile_Queue,std::allocator<Tile_Queue> > >::_Myfirst",112,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::~_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >",129,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Mylast",129,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > *,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::_Release",211,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_istream<char,std::char_traits<char> >::sentry::~sentry",106,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::use_facet<std::codecvt<char,char,_Mbstatet> >",8,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"?bad@ios_base@std@@QBE_NXZ",106,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"FC_MapCreate",10,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::priority_queue<node,std::vector<node,std::allocator<node> >,std::less<node> >::empty",150,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<UI_Component_Graphic_Button> >::construct<UI_Component_Graphic_Button,UI_Component_Graphic_Button>",65,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Get_size_of_n<16>",239,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<Coordinate,std::allocator<Coordinate> >::_Emplace_reallocate<Coordinate const &>",28,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"Projectile_Template::~Projectile_Template",53,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::_Buy",48,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Message_Array::__autoclassinit2",1,0.00,0.00,0.01,0.01,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::operator=",244,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::_Move_from",57,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_String_val<std::_Simple_types<char> >::_Check_offset",106,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<Tile_Queue>,std::_Vector_val<std::_Simple_types<Tile_Queue> >,1>::_Get_second",430,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > const &>",294,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"_initialize_default_precision",1,0.00,0.00,0.01,0.01,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> > >::_Vector_alloc<std::_Vec_base_types<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> > >",12,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<Tile_Queue,std::allocator<Tile_Queue> >::size",71,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,std::_Iterator_base12>::operator=",244,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::pair<Coordinate const ,bool> &>",612,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >",1,0.00,0.00,0.01,0.01,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::~vector<int,std::allocator<int> >",129,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Pop_heap_hole_unchecked<node *,node,std::less<node> >",144,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::_Vector_val<std::_Simple_types<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,1>::_Compressed_pair<std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::_Vector_val<std::_Simple_types<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,1><std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > const &>",98,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> > >::_Orphan_all",46,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"?fail@ios_base@std@@QBE_NXZ",106,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"UI_Window_Generic::UI_Window_Generic",10,0.00,0.00,0.05,0.00,"Project_Valerian.exe",
"FC_Init",10,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
