Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"std::forward<std::pair<Coordinate const ,Tile> &>","1,204",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::allocator<std::_Tree_node<std::pair<Coordinate const ,bool>,void *> >::allocate",154,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >,std::_Vector_val<std::_Simple_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >,1>::_Compressed_pair<std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >,std::_Vector_val<std::_Simple_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >,1><std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >",168,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Object_Service_Locator::Register_Pointer",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >",155,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Eos",106,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::_Ucopy<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > *>",160,5.97,0.00,3.10,0.00,"Project_Valerian.exe",
"??0?$basic_streambuf@DU?$char_traits@D@std@@@std@@IAE@XZ",8,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::_Emplace_back_with_unused_capacity<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > const &>",47,0.08,0.00,0.13,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Swap_all",57,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::__autoclassinit2",196,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"FC_RenderLeft",34,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::emplace_back<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > const &>",98,0.22,0.00,0.19,0.00,"Project_Valerian.exe",
"std::addressof<std::_Vector_val<std::_Simple_types<Tile_Queue> > >",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<Coordinate,std::allocator<Coordinate> >::emplace_back<Coordinate const &>",153,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Ucopy<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const *>",98,0.01,0.00,0.01,0.00,"Project_Valerian.exe",
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Unchecked_begin",98,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_istream<char,std::char_traits<char> >::_Sentry_base::_Sentry_base",106,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Panel_Structure_Create_Type::Init",3,0.01,0.00,0.34,0.01,"Project_Valerian.exe",
"UI_Component_Generic::UI_Component_Generic",162,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"Object_Service_Locator::Register_Pointer",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > >::_Rmost",730,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"?eof@ios_base@std@@QBE_NXZ",106,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"Object_Service_Locator::Register_Pointer",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_comp_alloc<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Getcomp",396,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >::_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > ><std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >,void>",168,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > > &>","2,448",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::map<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> > >::operator[]",153,0.06,0.00,0.03,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> > >::_Vector_alloc<std::_Vec_base_types<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> > >",12,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::pair<std::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >,bool>::pair<std::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >,bool><std::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >,bool,0>",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Object_Service_Locator::Register_Pointer",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Rel_Component::AI_Rel_Component",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Get_size_of_n<44>",603,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Window_Player_Diagnostic::UI_Window_Player_Diagnostic",2,0.21,0.00,8.72,0.01,"Project_Valerian.exe",
"std::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::operator->",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > >::_Vector_alloc<std::_Vec_base_types<int,std::allocator<int> > ><std::allocator<int>,void>",105,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::less<Coordinate>,std::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,bool>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,1>,1>::_Get_second","1,684",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::max_size",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::addressof<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > const >","2,448",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::_Tidy",105,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >::_Root","1,564",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::push_back",98,0.22,0.00,0.19,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > *,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::~_Uninitialized_backout_al<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > *,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >",211,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::tuple<>::tuple<>",755,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Object::Set_Assigned_Flag",605,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_istream<char,std::char_traits<char> >::sentry::sentry",106,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Copy_memmove<int *,int *>",264,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Scene_Graph::Tile_Has_Leak",153,0.03,0.00,0.02,0.00,"Project_Valerian.exe",
"Message_Array::__autoclassinit2",1,0.00,0.00,0.02,0.02,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::_Change_array",51,0.02,0.00,0.03,0.00,"Project_Valerian.exe",
"std::allocator<Tile_Queue>::allocator<Tile_Queue>",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::_Buy_if_not_node<std::pair<Coordinate const ,Tile> &>",602,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::tuple<>::tuple<><std::_Exact_args_t,0>",755,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Game_Library::Load_Projectiles",1,0.08,0.00,7.02,0.02,"Project_Valerian.exe",
"std::allocator<std::_Container_proxy>::allocator<std::_Container_proxy><Tile_Queue>",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Unique_ptr_base<Global_Service_Locator,std::default_delete<Global_Service_Locator> >::_Myptr",15,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<Tile_Queue>,std::_Vector_val<std::_Simple_types<Tile_Queue> >,1>::_Get_first",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_move_al_unchecked<int,int,std::allocator<int> >",216,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Unchecked_end",98,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Tile::Tile",602,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Entity_Template::Entity_Template",53,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Draw_System::Primitive_Instruction::Primitive_Instruction",500,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::pair<Coordinate const ,bool>::pair<Coordinate const ,bool><std::tuple<Coordinate const &>,std::tuple<>,0>",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> >::_Move_from",9,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > >::_Lmost",616,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Panel_Console::UI_Panel_Console",4,0.17,0.00,3.52,0.00,"Project_Valerian.exe",
"Object_Service_Locator::Register_Pointer",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_istream<char,std::char_traits<char> >::sentry::~sentry",106,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,bool>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,1>::_Get_second","1,531",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> > >::_Mylast",171,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"_unlock_file",106,0.00,0.00,0.00,0.00,"ucrtbased.dll",
"std::_Uninitialized_move<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > *,std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > *,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >",51,0.02,0.00,0.04,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::construct<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > const &>",98,0.17,0.00,0.15,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::_Buy",48,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Coordinate,std::allocator<Coordinate> > >::_Myend",181,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Object_Service_Locator::Register_Pointer",608,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::move<std::tuple<Coordinate const &> &>",755,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::construct<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::basic_string<char,std::char_traits<char>,std::allocator<char> > const &>",98,0.01,0.00,0.01,0.00,"Project_Valerian.exe",
"?sbumpc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QAEHXZ",98,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > >,1>::_Get_first",602,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::size",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::allocator<int>::deallocate",240,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"??_D?$basic_istream@DU?$char_traits@D@std@@@std@@QAEXXZ",8,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >::~_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >",176,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Emplace_back<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const &>",98,0.01,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> > >::_Orphan_all",40,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> > >::max_size",602,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Coordinate,std::allocator<Coordinate> > >::_Getpfirst",139,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<Coordinate,std::allocator<Coordinate> >::_Orphan_range",139,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<int>,std::_Vector_val<std::_Simple_types<int> >,1>::_Get_first","1,683",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> > >::_Get_data",214,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > > > >",602,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<int>","1,800",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<Coordinate> >::construct<Coordinate,Coordinate const &>",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"?bad@ios_base@std@@QBE_NXZ",106,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"Draw_System::Draw_System",1,21.56,0.00,"1,793.06",0.02,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<int>,std::_Vector_val<std::_Simple_types<int> >,1>::_Compressed_pair<std::allocator<int>,std::_Vector_val<std::_Simple_types<int> >,1><std::allocator<int> >",105,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Stats_Component::Update",605,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,bool>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > >,1>::_Get_second","1,089",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_filebuf<char,std::char_traits<char> >::_Lock",106,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::_Orphan_range",47,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_filebuf<char,std::char_traits<char> >::_Unlock",106,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> > >::_Myfirst",134,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::allocator<int>::allocate",264,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Ptr_move_cat<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::basic_string<char,std::char_traits<char>,std::allocator<char> > >",654,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::operator*",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"_initialize_default_precision",1,0.00,0.00,0.02,0.02,"Project_Valerian.exe",
"std::_Vector_val<std::_Simple_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::_Vector_val<std::_Simple_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >",176,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Window_Generic::UI_Window_Generic",10,0.01,0.00,0.09,0.00,"Project_Valerian.exe",
"std::_Destroy_range<std::allocator<int> >",240,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_comp_alloc<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Getal",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<Coordinate,std::allocator<Coordinate> >::_Has_unused_capacity",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::_Move_from",57,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> >::vector<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> >",12,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<Coordinate>,std::_Vector_val<std::_Simple_types<Coordinate> >,1>::_Get_second","1,210",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::_Orphan_range",384,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::_Vector_val<std::_Simple_types<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,1>::_Compressed_pair<std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::_Vector_val<std::_Simple_types<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,1><std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > const &>",98,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"FC_GetGlyphData",75,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<Coordinate>,std::_Vector_val<std::_Simple_types<Coordinate> >,1>::_Get_second","1,757",0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Coordinate,std::allocator<Coordinate> > >::_Getal",197,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::_Has_unused_capacity",98,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"?fail@ios_base@std@@QBE_NXZ",106,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"?setstate@?$basic_ios@DU?$char_traits@D@std@@@std@@QAEXH_N@Z",106,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >::operator--",122,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Mylast",127,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_copy<int *,int *,std::allocator<int> >",48,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::pair<Coordinate const ,bool>::pair<Coordinate const ,bool><Coordinate const &>",153,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Unchecked<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > *>",633,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::addressof<std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,bool> > > >",922,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_filebuf<char,std::char_traits<char> >::uflow",17,0.01,0.00,0.04,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::_Ucopy<int *>",48,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"FC_MapFree",5,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<UI_Component_Graphic_Button>,std::_Vector_val<std::_Simple_types<UI_Component_Graphic_Button> >,1>::_Get_second",478,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Scene_Graph::__autoclassinit2",1,0.00,0.00,0.01,0.01,"Project_Valerian.exe",
"UI_Component_Generic::~UI_Component_Generic",163,0.01,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::_Calculate_growth",51,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"FC_MapCreate",10,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
